asset_class,market_date,market_factor,factor_level,volatility,currency
Commodity,2026-04-15,Commodity India Risk Factor,97.857643,0.356599,INR
Commodity,2026-04-14,Commodity India Risk Factor,101.69691,0.304598,INR
Commodity,2026-04-13,Commodity India Risk Factor,99.573001,0.092635,INR
Commodity,2026-04-12,Commodity India Risk Factor,95.064164,0.275798,INR
Commodity,2026-04-11,Commodity India Risk Factor,104.307983,0.377957,INR
Commodity,2026-04-10,Commodity India Risk Factor,97.480507,0.203826,INR
Commodity,2026-04-09,Commodity India Risk Factor,93.463931,0.144819,INR
Commodity,2026-04-08,Commodity India Risk Factor,93.998247,0.106884,INR
Commodity,2026-04-07,Commodity India Risk Factor,107.094611,0.105612,INR
Commodity,2026-04-06,Commodity India Risk Factor,104.10076,0.348805,INR
Commodity,2026-04-05,Commodity India Risk Factor,95.867002,0.413629,INR
Commodity,2026-04-04,Commodity India Risk Factor,103.114443,0.341481,INR
Commodity,2026-04-03,Commodity India Risk Factor,99.664642,0.390331,INR
Commodity,2026-04-02,Commodity India Risk Factor,101.835101,0.380407,INR
Commodity,2026-04-01,Commodity India Risk Factor,94.871873,0.248891,INR
Commodity,2026-03-31,Commodity India Risk Factor,91.59664,0.148925,INR
Commodity,2026-03-30,Commodity India Risk Factor,97.438074,0.412535,INR
Commodity,2026-03-29,Commodity India Risk Factor,92.77214,0.141817,INR
Commodity,2026-03-28,Commodity India Risk Factor,92.241455,0.215108,INR
Commodity,2026-03-27,Commodity India Risk Factor,89.015595,0.393825,INR
Commodity,2026-03-26,Commodity India Risk Factor,82.781073,0.301578,INR
Commodity,2026-03-25,Commodity India Risk Factor,95.998281,0.189422,INR
Commodity,2026-03-24,Commodity India Risk Factor,108.684875,0.154051,INR
Commodity,2026-03-23,Commodity India Risk Factor,106.37555,0.410907,INR
Commodity,2026-03-22,Commodity India Risk Factor,112.812571,0.183239,INR
Commodity,2026-03-21,Commodity India Risk Factor,91.935617,0.238786,INR
Commodity,2026-03-20,Commodity India Risk Factor,104.844202,0.177503,INR
Commodity,2026-03-19,Commodity India Risk Factor,98.64526,0.266768,INR
Commodity,2026-03-18,Commodity India Risk Factor,94.010489,0.254143,INR
Commodity,2026-03-17,Commodity India Risk Factor,107.637022,0.399128,INR
Commodity,2026-03-16,Commodity India Risk Factor,98.723099,0.385864,INR
Commodity,2026-03-15,Commodity India Risk Factor,86.089476,0.291769,INR
Commodity,2026-03-14,Commodity India Risk Factor,106.282745,0.192513,INR
Commodity,2026-03-13,Commodity India Risk Factor,102.546874,0.170107,INR
Commodity,2026-03-12,Commodity India Risk Factor,100.599417,0.232048,INR
Commodity,2026-03-11,Commodity India Risk Factor,90.501415,0.172233,INR
Commodity,2026-03-10,Commodity India Risk Factor,101.509688,0.098031,INR
Commodity,2026-03-09,Commodity India Risk Factor,111.451817,0.314516,INR
Commodity,2026-03-08,Commodity India Risk Factor,102.321067,0.155115,INR
Commodity,2026-03-07,Commodity India Risk Factor,88.008838,0.080315,INR
Commodity,2026-03-06,Commodity India Risk Factor,102.930696,0.093246,INR
Commodity,2026-03-05,Commodity India Risk Factor,102.405716,0.418233,INR
Commodity,2026-03-04,Commodity India Risk Factor,105.524459,0.153126,INR
Commodity,2026-03-03,Commodity India Risk Factor,102.178667,0.23766,INR
Commodity,2026-03-02,Commodity India Risk Factor,92.265652,0.3529,INR
Commodity,2026-03-01,Commodity India Risk Factor,100.169589,0.122313,INR
Commodity,2026-02-28,Commodity India Risk Factor,97.569546,0.375832,INR
Commodity,2026-02-27,Commodity India Risk Factor,101.093252,0.116504,INR
Commodity,2026-02-26,Commodity India Risk Factor,107.959645,0.13293,INR
